LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,StartDate,EndDate,MonthlyInstallment,TotalPayable,Collateral,Status
848,3581,Business,21507.96,3.75,2021-02-25,2027-07-27,916.12,4768.95,Onto,Pending
849,3543,Car,16222.07,4.48,2021-11-29,2029-12-25,644.6,53124.89,Third,Pending
850,3773,Education,15279.07,13.71,2021-07-19,2030-05-27,1104.16,51621.75,Range,Rejected
851,2043,Payday,30871.49,6.0,2022-10-18,2027-09-11,955.08,14491.22,Society,Pending
852,117,Mortgage,26161.38,8.85,2024-10-13,2030-07-10,600.58,37748.72,Brother,Pending
853,2779,Mortgage,44932.51,10.07,2024-12-22,2028-01-10,988.12,4115.08,Agreement,Approved
854,4536,Personal,40217.21,4.79,2022-05-08,2025-10-27,1606.92,12005.94,Billion,Approved
855,717,Home,11621.03,4.7,2022-09-29,2030-08-05,295.71,8658.53,Popular,Defaulted
856,2028,Payday,47729.44,14.7,2023-11-09,2029-10-30,1704.63,22620.12,I,Closed
857,4422,Business,43464.62,14.38,2023-10-28,2029-02-12,1976.63,34546.37,Various,Rejected
858,4169,Education,32369.79,5.54,2022-07-03,2029-07-06,1569.43,53321.44,Wind,Pending
859,2834,Car,1164.08,5.38,2022-08-15,2027-06-29,1239.68,59856.45,Hit,Defaulted
860,4666,Education,27038.42,13.51,2024-11-09,2028-02-24,259.2,27774.4,Between,Defaulted
861,4750,Home,4301.49,4.71,2022-06-24,2028-10-11,1322.3,57018.0,Itself,Defaulted
862,3232,Education,24859.22,5.4,2022-08-23,2030-07-07,316.03,30571.51,Evidence,Rejected
863,3779,Payday,39837.19,4.42,2021-09-06,2029-06-30,1707.69,1936.44,Discover,Defaulted
864,3717,Home,31814.75,14.6,2024-08-27,2027-11-08,1879.65,16763.02,Out,Rejected
865,1535,Car,48369.9,8.67,2022-05-23,2028-01-21,1796.16,52823.08,Occur,Rejected
866,2990,Personal,24895.93,9.2,2024-01-19,2027-09-14,527.97,45324.9,Out,Defaulted
867,2442,Home,48312.46,8.16,2020-12-08,2027-12-14,884.34,38022.35,Available,Defaulted
868,3843,Personal,10721.89,4.09,2024-03-10,2029-07-18,642.0,55826.14,Available,Rejected
869,3433,Business,26729.45,7.3,2022-09-09,2027-12-14,115.07,44933.46,Produce,Defaulted
870,3277,Business,12791.31,5.43,2024-10-09,2027-07-12,875.84,44005.75,Create,Rejected
871,1998,Mortgage,20511.95,10.63,2021-07-23,2025-11-26,994.44,48049.22,Financial,Pending
872,1804,Payday,39407.26,10.49,2020-11-25,2029-01-04,1107.21,21402.55,Change,Rejected
873,3544,Education,17614.69,14.14,2023-12-14,2028-07-03,1936.93,14137.13,When,Defaulted
874,3577,Business,3874.95,13.14,2024-08-06,2026-05-03,783.85,35108.33,Firm,Closed
875,927,Mortgage,44328.45,4.0,2023-11-23,2029-06-20,555.42,13406.02,Current,Defaulted
876,3457,Car,29827.02,12.69,2023-02-06,2030-01-07,1076.43,37215.19,Civil,Rejected
877,1628,Mortgage,31900.63,11.9,2020-12-28,2028-09-07,1818.25,7482.25,Them,Rejected
878,1193,Education,5654.63,5.65,2024-12-21,2027-03-23,641.62,29918.97,Important,Pending
879,3507,Payday,25391.52,9.0,2022-06-25,2027-07-26,504.09,44332.68,Total,Pending
880,2737,Home,28032.48,3.82,2021-04-02,2030-03-10,364.78,35823.55,Go,Pending
881,4242,Payday,16170.17,13.37,2021-03-19,2026-02-11,403.27,32563.04,Necessary,Rejected
882,3488,Home,42673.77,14.91,2024-09-11,2027-01-15,1199.18,5477.46,Product,Defaulted
883,4107,Home,7396.64,7.51,2022-01-26,2029-10-16,1424.08,49379.4,Central,Rejected
884,1136,Education,42965.68,11.91,2024-09-18,2028-06-30,1126.07,41915.35,Film,Defaulted
885,405,Education,10845.71,9.77,2024-08-22,2028-03-05,1431.25,36853.37,Window,Pending
886,2522,Payday,19358.88,13.33,2024-09-13,2029-06-06,1169.46,48555.65,Be,Rejected
887,3778,Education,1889.18,11.7,2021-02-11,2026-10-04,1843.83,40877.08,Investment,Defaulted
888,2749,Home,17705.37,3.07,2025-06-18,2029-08-05,1487.64,32048.71,Throw,Defaulted
889,3271,Car,49767.31,8.08,2023-03-07,2029-02-03,1209.78,4048.58,Many,Defaulted
890,327,Business,14898.91,9.46,2023-04-19,2028-04-16,1420.88,38375.06,Move,Closed
891,197,Payday,4297.99,14.41,2023-08-14,2026-03-05,135.26,25110.96,His,Rejected
892,1942,Personal,46995.89,13.27,2024-05-10,2027-08-17,1280.88,16656.67,Growth,Approved
893,2584,Business,35462.17,11.57,2025-02-11,2029-08-18,325.72,54642.01,Bar,Defaulted
894,4611,Business,17422.42,13.1,2025-05-28,2025-12-27,1704.37,27711.66,Again,Approved
895,3587,Payday,29307.26,11.73,2024-05-12,2028-10-13,1714.0,42101.45,None,Closed
896,1044,Personal,33713.62,10.22,2022-09-28,2030-06-17,958.93,8253.82,Nice,Rejected
897,996,Personal,25502.29,12.43,2025-01-06,2028-11-30,1427.33,32486.35,Two,Rejected
898,597,Personal,49519.56,5.35,2023-02-05,2026-11-20,1497.99,10815.73,Certainly,Rejected
899,1645,Payday,24494.45,14.84,2022-05-02,2026-07-12,1391.53,31835.89,Range,Approved
900,4236,Personal,45569.94,11.33,2022-04-12,2030-04-22,1900.04,25791.37,Performance,Pending
901,488,Payday,13982.54,7.01,2022-09-14,2027-08-03,1362.93,51573.99,Hour,Closed
902,711,Car,40464.43,3.67,2025-08-28,2028-05-26,1300.38,32967.02,Loss,Defaulted
903,4226,Mortgage,9034.59,8.08,2022-06-20,2030-06-12,136.98,54229.91,Carry,Rejected
904,503,Mortgage,20300.89,3.31,2021-09-27,2025-11-15,170.61,25037.48,Prepare,Rejected
905,1574,Home,11563.95,9.72,2022-04-05,2027-08-17,334.65,17603.04,View,Defaulted
906,3744,Car,16696.17,8.59,2025-07-16,2028-03-13,1077.55,3002.78,Near,Rejected
907,976,Personal,44995.53,14.08,2023-01-25,2027-04-14,1975.37,22466.71,Take,Approved
908,2015,Mortgage,35651.13,10.75,2022-02-28,2029-06-06,1724.81,8918.55,Push,Rejected
909,2338,Education,38797.88,14.25,2023-03-05,2027-07-25,809.94,34598.56,Change,Defaulted
910,1919,Payday,27044.66,14.96,2022-08-05,2025-11-14,1049.23,11306.12,Recognize,Pending
911,817,Mortgage,46365.22,13.92,2024-05-24,2026-10-07,1139.46,8230.35,Star,Approved
912,903,Personal,29290.42,3.0,2022-01-09,2027-01-07,233.41,15829.44,Talk,Closed
913,2826,Mortgage,16799.68,14.2,2021-11-03,2030-09-09,1425.28,52947.23,Toward,Closed
914,2733,Payday,38217.46,12.33,2021-05-08,2027-09-02,712.91,9229.73,Song,Approved
915,3934,Payday,21524.78,10.78,2023-11-18,2026-07-04,690.84,3832.75,Car,Approved
916,4465,Home,41747.71,10.53,2025-03-06,2028-02-24,1363.64,44090.96,Couple,Defaulted
917,3990,Education,26764.05,10.09,2022-12-15,2025-10-16,848.17,13531.39,Like,Defaulted
918,2519,Education,32952.74,10.63,2022-11-15,2030-08-27,828.47,11573.66,Catch,Approved
919,4997,Payday,44706.92,13.37,2021-11-02,2030-08-15,1936.06,37172.04,Seek,Pending
920,2938,Education,38570.41,11.98,2023-05-18,2030-06-25,732.27,46151.4,Simply,Closed
921,3085,Car,38179.97,6.46,2023-02-07,2029-01-25,306.45,20276.9,Today,Approved
922,2627,Home,48727.1,14.51,2022-12-16,2025-12-23,760.42,37823.19,Data,Defaulted
923,769,Car,44818.1,13.24,2021-09-19,2025-10-29,1305.42,9780.56,Notice,Approved
924,4428,Mortgage,19376.02,10.91,2024-04-03,2026-07-26,1126.94,44465.52,Hand,Closed
925,3976,Mortgage,35686.88,5.36,2021-11-01,2028-05-26,1497.26,25432.39,Knowledge,Defaulted
926,672,Business,33510.43,8.78,2021-03-22,2027-07-24,1171.51,36160.77,Space,Approved
927,866,Car,14075.15,7.12,2021-05-11,2026-08-26,1994.55,42189.84,Truth,Closed
928,2777,Mortgage,20402.93,11.31,2023-08-06,2029-08-15,854.61,24578.58,While,Pending
929,896,Car,11806.53,10.51,2024-01-01,2029-01-01,445.51,19924.59,Soon,Rejected
930,1822,Mortgage,40340.29,7.5,2022-12-12,2029-07-09,1460.35,17452.66,Point,Pending
931,1721,Personal,19083.22,9.31,2024-06-24,2028-04-24,678.85,49020.53,College,Approved
932,3437,Business,35670.45,10.33,2023-11-20,2030-02-13,1563.08,17457.05,Republican,Approved
933,1558,Business,37644.44,8.82,2021-07-17,2026-08-16,1902.36,39385.3,Section,Pending
934,3551,Personal,49150.65,3.98,2025-05-20,2026-10-01,1842.47,49544.01,Western,Defaulted
935,1796,Mortgage,23049.47,9.31,2025-07-09,2030-05-13,1827.12,47785.98,Establish,Closed
936,720,Payday,32010.12,3.09,2021-08-01,2030-03-02,219.09,25092.06,Institution,Rejected
937,768,Mortgage,27921.63,8.93,2020-10-19,2027-12-23,108.36,31711.29,Recently,Pending
938,258,Business,33434.78,9.21,2024-07-19,2027-06-26,1845.71,45195.91,In,Closed
939,3268,Car,19184.88,6.98,2022-11-02,2029-08-16,1169.09,51186.65,Quickly,Approved
940,4699,Mortgage,8169.67,9.42,2022-04-01,2028-10-23,641.02,52229.8,Front,Pending
941,4943,Education,46871.37,12.18,2025-04-19,2026-09-19,1936.77,50064.3,Tonight,Closed
942,918,Business,25594.43,8.09,2022-09-20,2027-04-05,1399.83,27093.11,Election,Closed
943,1376,Education,37348.21,6.01,2024-10-19,2027-08-07,717.3,37239.33,Upon,Approved
944,750,Personal,16217.45,5.41,2021-09-10,2029-07-16,1454.55,5122.84,Daughter,Closed
945,505,Payday,45701.11,14.75,2023-12-14,2027-03-23,1883.04,26422.3,Day,Approved
946,2063,Business,14766.29,6.78,2022-09-10,2027-04-13,608.95,13182.94,War,Pending
947,674,Education,32793.38,12.41,2023-04-07,2028-02-28,690.75,44875.49,Everybody,Approved
948,1179,Education,6651.09,6.51,2025-01-21,2029-12-14,1776.67,13381.55,Agent,Rejected
949,1129,Home,20270.83,6.61,2024-02-26,2030-06-21,1702.93,44394.51,Baby,Defaulted
950,53,Mortgage,35015.2,12.48,2025-09-14,2026-08-22,364.13,46356.36,Behavior,Pending
951,1305,Education,35616.31,11.96,2022-06-26,2027-07-29,277.09,34343.64,Letter,Rejected
952,601,Business,37361.01,10.25,2022-04-25,2027-12-22,397.46,21538.61,Catch,Pending
953,4727,Business,45088.48,8.56,2022-09-30,2026-09-04,850.46,7727.21,Fight,Defaulted
954,495,Car,23862.52,5.36,2021-07-25,2030-03-02,1956.07,45789.15,Light,Approved
955,228,Education,42916.2,12.32,2022-06-04,2029-10-04,221.55,38342.56,While,Pending
956,3972,Car,24571.67,12.88,2025-03-16,2028-08-11,722.7,12588.05,High,Pending
957,1158,Personal,28148.07,9.0,2023-03-08,2028-10-17,931.66,39904.33,Science,Approved
958,3861,Car,15257.57,14.21,2021-01-06,2028-12-24,652.51,45510.79,Ability,Closed
959,1160,Business,13090.93,4.32,2025-06-14,2027-02-13,1061.88,3271.82,Role,Approved
960,1887,Personal,41399.91,14.14,2023-11-15,2028-06-29,1849.91,24359.42,List,Pending
961,3311,Education,8220.28,11.55,2024-06-10,2028-06-26,1945.99,16028.16,Here,Closed
962,4848,Business,36874.12,7.98,2021-12-03,2026-01-24,878.02,7223.79,Wrong,Approved
963,4020,Mortgage,28648.09,7.48,2023-07-27,2028-12-28,250.45,23554.73,Church,Closed
964,609,Business,37371.08,8.81,2021-11-16,2029-01-15,894.6,45284.62,Ahead,Pending
965,961,Education,14994.58,3.48,2022-10-11,2030-07-15,1786.19,34956.39,Various,Approved
966,321,Education,13192.96,11.29,2021-12-03,2027-07-28,1019.89,34302.53,Race,Rejected
967,2984,Education,3585.89,10.82,2022-05-06,2026-04-29,209.97,31734.16,Million,Approved
968,4192,Payday,30511.47,11.61,2021-10-23,2027-01-13,1491.96,56710.12,Himself,Closed
969,3561,Education,47487.61,12.0,2021-03-31,2027-02-15,1194.47,13541.51,Growth,Rejected
970,2369,Mortgage,10210.05,3.28,2022-08-07,2028-05-04,569.28,58714.58,Over,Closed
971,1668,Payday,38549.1,6.5,2022-02-01,2026-08-04,1776.93,20215.46,Story,Defaulted
972,807,Mortgage,10947.52,12.54,2023-06-01,2026-11-12,777.12,21951.24,Include,Rejected
973,3468,Home,38090.24,6.98,2022-02-26,2030-04-10,1636.35,58928.91,Girl,Approved
974,3328,Car,46493.78,11.86,2022-11-06,2026-01-06,462.7,32720.28,Sound,Pending
975,1990,Education,27376.31,8.62,2020-12-20,2028-08-29,267.62,19730.28,Soon,Defaulted
976,4544,Personal,29684.49,4.45,2022-05-28,2029-02-09,1408.56,28051.22,Month,Rejected
977,933,Mortgage,1636.11,12.24,2022-03-31,2026-10-23,1578.68,33367.01,Town,Pending
978,2431,Payday,9422.25,3.27,2025-01-02,2029-03-21,959.77,19374.89,Officer,Defaulted
979,1232,Payday,30186.26,14.2,2022-07-31,2027-09-12,1349.41,36534.7,Data,Rejected
980,4893,Personal,5621.55,9.48,2020-12-22,2027-06-03,1867.45,23133.74,Cover,Approved
981,4402,Payday,14151.87,8.73,2025-07-04,2029-01-05,210.83,51971.09,Keep,Pending
982,4260,Home,8529.54,4.83,2022-12-29,2027-10-27,1252.35,35339.22,Half,Pending
983,3281,Home,14054.38,8.39,2024-07-12,2026-06-01,1612.89,54673.81,Million,Defaulted
984,1193,Personal,41710.89,3.17,2022-12-24,2029-12-05,1141.48,32349.89,Order,Rejected
985,58,Car,37936.8,12.36,2025-04-12,2026-04-21,1166.32,53013.31,Compare,Defaulted
986,869,Personal,9530.68,5.78,2023-08-28,2027-07-16,1460.16,40907.98,Arrive,Rejected
987,3249,Home,4288.08,9.4,2024-08-16,2028-07-20,1660.07,10608.44,Despite,Rejected
988,1369,Payday,28911.23,5.33,2024-06-28,2029-03-26,559.48,4477.22,Lose,Closed
989,2951,Payday,10818.61,6.13,2025-05-20,2030-01-21,1261.11,24927.12,Them,Rejected
990,3222,Education,45160.37,7.93,2022-03-28,2030-03-01,1325.1,1860.31,Could,Approved
991,2989,Business,31711.01,6.19,2025-02-26,2029-07-09,1239.58,31865.54,On,Defaulted
992,20,Education,8719.4,13.84,2021-01-22,2025-10-25,746.99,55150.37,Down,Closed
993,4794,Home,25579.44,11.9,2022-04-08,2026-12-15,1138.38,27011.64,Face,Approved
994,3410,Business,7787.37,9.63,2025-04-21,2027-03-05,1401.76,50113.33,Which,Rejected
995,1704,Car,26438.67,6.5,2022-12-05,2028-05-25,102.38,12263.2,Various,Closed
996,4103,Mortgage,6270.26,8.17,2024-05-15,2030-03-15,1140.23,52732.51,Type,Approved
997,170,Payday,31545.77,6.69,2021-04-14,2029-12-25,1304.69,32144.34,Television,Approved
998,3092,Payday,43146.09,14.14,2023-02-28,2027-09-23,1382.05,51453.3,Seven,Rejected
999,1542,Payday,27557.78,14.8,2022-09-21,2026-11-04,367.47,14170.34,Stuff,Rejected
1000,2858,Car,36697.12,10.11,2021-09-03,2028-01-14,1388.75,32293.91,Sort,Approved
1001,4525,Home,12708.39,13.06,2024-06-13,2025-11-24,1604.21,55698.22,Rate,Approved
1002,943,Mortgage,17179.35,9.44,2020-09-23,2029-06-18,1839.15,17466.59,Organization,Approved
1003,3793,Personal,6343.41,10.74,2025-05-01,2027-06-15,434.37,8924.64,Follow,Rejected
1004,3701,Payday,34762.02,14.79,2022-03-10,2028-03-15,305.07,19339.2,Increase,Pending
1005,3599,Car,12556.35,5.15,2024-09-20,2029-09-22,718.79,11346.14,Page,Rejected
1006,3458,Car,10791.07,5.47,2022-06-12,2029-07-04,781.5,19077.51,Price,Approved
1007,1905,Home,2341.99,4.51,2025-01-12,2028-09-10,724.13,40125.23,Read,Pending
1008,952,Mortgage,17551.41,3.79,2021-12-25,2027-12-02,510.42,27855.24,East,Rejected
1009,1038,Home,47126.19,10.55,2022-10-03,2025-10-18,1547.1,37187.5,Suddenly,Closed
1010,3774,Home,14208.08,10.72,2024-05-10,2029-06-07,700.22,58606.32,Job,Defaulted
1011,1853,Personal,42372.97,7.87,2020-10-01,2027-12-07,1331.1,52814.4,Step,Defaulted
1012,2388,Payday,29878.19,6.3,2025-08-13,2028-07-15,1636.41,7758.4,Picture,Defaulted
1013,2604,Personal,13857.37,4.28,2021-08-08,2026-10-17,866.92,13336.6,Push,Defaulted
1014,73,Car,38307.43,8.51,2021-11-05,2027-06-22,1230.33,23081.52,Audience,Closed
1015,585,Business,26916.75,8.42,2021-02-18,2027-12-11,249.66,45835.54,Know,Defaulted
1016,1596,Mortgage,38623.97,6.44,2022-11-22,2026-10-27,908.04,50867.51,Seven,Defaulted
1017,2587,Personal,35515.18,4.96,2025-03-05,2029-11-14,1242.0,53742.0,Marriage,Pending
1018,1574,Mortgage,38506.71,5.1,2024-03-08,2026-04-30,303.27,42452.54,Century,Pending
1019,3668,Education,10844.69,5.8,2023-06-28,2028-08-05,1799.34,40506.59,Still,Defaulted
1020,3023,Personal,5346.93,5.06,2022-12-25,2026-06-10,1314.07,25812.13,Somebody,Closed
1021,3684,Home,10279.93,7.06,2023-03-08,2027-03-09,208.47,43085.31,Health,Closed
1022,4877,Mortgage,39245.4,10.11,2023-04-27,2026-09-18,1477.18,28310.12,Election,Pending
1023,2949,Personal,26857.2,11.01,2025-08-29,2028-05-02,364.92,15011.8,Generation,Rejected
1024,1638,Business,21430.33,10.89,2022-04-24,2029-12-25,1946.86,23646.95,Here,Defaulted
1025,3187,Car,1533.68,9.83,2021-06-26,2028-07-05,825.63,39874.23,Design,Pending
1026,4092,Car,10703.29,10.92,2020-11-22,2028-01-27,250.74,2289.91,Issue,Rejected
1027,537,Car,16835.73,13.59,2023-04-20,2030-05-29,567.04,39079.79,Wish,Closed
1028,746,Education,21445.05,7.34,2023-08-28,2030-03-16,1652.31,39582.08,Police,Defaulted
1029,4391,Business,39932.78,4.17,2021-02-13,2026-04-26,1062.24,43215.61,Us,Approved
1030,728,Payday,28032.03,5.2,2022-05-09,2027-08-17,507.08,50294.64,How,Pending
1031,1407,Personal,16100.77,4.85,2020-11-24,2028-02-02,1421.48,46262.84,Because,Pending
1032,3451,Personal,3391.35,9.56,2023-02-01,2029-02-12,174.15,1366.37,Pay,Pending
1033,418,Business,15926.38,9.25,2022-11-01,2026-04-20,921.61,57106.16,Against,Defaulted
1034,3896,Personal,33738.44,11.19,2021-02-03,2030-02-19,1679.87,33640.16,Himself,Pending
1035,2422,Personal,34463.18,3.35,2021-03-03,2026-02-08,855.14,50139.04,Do,Defaulted
1036,2147,Payday,4962.51,6.31,2023-08-17,2026-06-19,346.49,47359.51,Measure,Closed
1037,1946,Personal,17668.13,4.36,2023-07-13,2026-08-09,1583.32,36755.51,Response,Closed
1038,1293,Business,37913.48,10.38,2022-07-13,2025-12-09,583.12,29987.83,Side,Approved
1039,2592,Payday,35727.79,13.89,2022-08-05,2027-07-13,1764.43,57378.54,Future,Approved
1040,470,Mortgage,47356.61,6.34,2021-08-04,2028-10-06,1607.08,57427.85,Along,Pending
1041,1824,Business,45867.27,13.69,2023-10-28,2026-11-19,1858.27,24770.03,South,Closed
1042,2229,Personal,40163.0,13.74,2022-09-20,2026-10-08,850.36,37065.36,Security,Defaulted
1043,1192,Payday,26502.68,12.51,2023-10-17,2028-10-04,801.17,7677.73,Partner,Defaulted
1044,2119,Education,12526.64,6.03,2023-02-15,2027-11-19,1549.01,11053.98,Center,Pending
1045,758,Payday,28049.03,5.12,2024-03-19,2026-09-26,956.56,29580.37,Natural,Pending
1046,3822,Car,20853.19,12.24,2021-02-28,2029-04-13,1781.77,16091.2,Call,Closed
1047,1080,Mortgage,22319.91,8.21,2021-03-05,2028-05-11,1905.67,44041.45,Whatever,Approved
1048,1373,Mortgage,42902.58,3.02,2021-12-16,2028-07-30,1812.0,47796.55,Book,Defaulted
1049,4963,Personal,40445.95,7.17,2020-10-06,2027-02-22,1829.42,39805.54,Scientist,Defaulted
1050,506,Education,4104.98,10.17,2021-05-20,2027-01-12,739.0,50045.59,Adult,Closed
1051,140,Home,10546.8,4.45,2024-06-10,2027-12-30,844.59,49230.24,Cell,Approved
1052,3666,Car,36199.33,4.39,2024-05-23,2028-08-23,1735.01,14769.12,Without,Rejected
1053,2027,Personal,24434.13,3.55,2021-04-12,2025-10-15,233.79,32219.67,Mind,Rejected
1054,1642,Mortgage,12455.19,13.45,2024-06-27,2027-06-06,596.48,1781.1,Soldier,Rejected
1055,601,Car,49142.94,14.75,2020-12-07,2026-05-26,1350.38,42914.78,Know,Closed
1056,3530,Home,20679.64,4.25,2025-06-24,2029-10-14,1313.18,56026.36,General,Pending
1057,1981,Mortgage,44054.02,6.07,2025-09-01,2027-08-16,1147.8,25168.49,Claim,Pending
1058,1589,Business,34497.66,6.32,2020-12-02,2027-03-24,1062.04,29256.37,Gun,Approved
1059,4052,Car,13861.98,9.2,2021-03-24,2030-01-25,834.06,4802.91,Record,Approved
1060,3665,Payday,40842.73,3.57,2021-07-31,2029-07-27,346.57,22531.12,Film,Pending
1061,1347,Education,28660.64,6.15,2020-12-12,2028-11-05,659.44,32137.82,Especially,Defaulted
1062,4488,Payday,10728.77,12.14,2021-05-18,2028-07-16,339.15,17508.32,These,Defaulted
1063,2287,Business,30651.28,5.93,2023-07-04,2030-07-16,639.87,18583.86,Group,Closed
1064,3922,Education,35172.56,9.67,2021-02-07,2027-02-17,580.88,36786.8,Sing,Rejected
1065,3870,Education,43860.9,13.29,2025-08-27,2029-11-02,1372.17,8907.81,Family,Approved
1066,476,Personal,47100.42,11.22,2023-06-06,2028-01-23,788.62,38122.37,Walk,Pending
1067,1888,Mortgage,42001.57,9.12,2025-01-25,2027-02-21,1785.92,53198.09,Back,Approved
1068,1699,Business,12828.38,8.07,2020-12-08,2027-09-21,117.84,51925.39,Leader,Approved
1069,1636,Payday,22052.39,8.47,2022-11-04,2027-04-09,1569.74,17680.4,Enter,Pending
1070,390,Payday,22994.78,9.42,2024-04-22,2028-06-29,1341.88,27378.86,Campaign,Rejected
1071,559,Mortgage,26770.33,11.32,2023-04-30,2025-10-15,1034.84,49429.65,Discuss,Defaulted
1072,1435,Education,48099.3,12.68,2021-11-24,2026-06-06,820.93,13625.17,Arm,Closed
1073,4250,Education,40193.11,8.62,2021-06-25,2028-09-13,1167.53,29740.93,Full,Pending
1074,1790,Mortgage,37856.26,10.64,2024-03-10,2027-09-12,1846.55,22079.92,Us,Closed
1075,591,Car,37074.85,3.77,2025-02-26,2028-01-25,947.11,45845.19,Determine,Closed
1076,3976,Education,7710.65,3.1,2025-03-27,2028-11-07,995.58,17430.82,Line,Pending
1077,3113,Car,14249.49,3.84,2023-05-31,2027-01-31,1426.3,35148.9,Century,Pending
1078,10,Business,49021.17,6.3,2023-07-24,2029-09-07,1951.65,47959.66,National,Rejected
1079,1212,Payday,33294.49,5.44,2025-04-22,2030-05-31,838.98,46500.44,There,Approved
1080,4201,Payday,8446.73,14.46,2022-08-04,2030-06-19,144.03,43144.8,Star,Closed
1081,2618,Home,30860.28,3.35,2023-03-22,2028-03-31,880.15,59578.69,New,Defaulted
1082,4152,Personal,37061.64,12.15,2022-05-22,2028-04-19,1315.56,59361.61,Official,Closed
1083,1527,Payday,4825.89,12.83,2022-08-01,2028-11-24,1847.97,31658.42,Her,Defaulted
1084,4682,Education,5634.13,11.1,2021-01-31,2027-06-04,368.78,31185.0,Gas,Pending
1085,4167,Home,5735.82,3.33,2021-09-29,2028-09-26,955.44,44292.09,Option,Rejected
1086,4985,Personal,43746.82,5.6,2022-09-22,2028-11-30,1096.82,15791.4,Position,Pending
1087,2269,Home,19013.45,11.13,2023-06-30,2027-12-14,202.46,37653.64,Would,Defaulted
1088,809,Payday,31955.94,5.29,2025-03-08,2028-10-20,1256.71,56660.13,Bit,Rejected
1089,3333,Home,3039.5,5.68,2024-05-10,2030-01-28,792.99,35080.97,Total,Approved
1090,4766,Home,43633.97,14.69,2021-04-23,2026-06-22,463.59,51370.44,Find,Defaulted
1091,4603,Mortgage,36854.99,6.76,2025-02-03,2026-05-08,1791.67,35071.97,Opportunity,Pending
1092,1525,Education,12157.0,3.78,2025-04-07,2028-08-05,217.43,3124.98,Great,Defaulted
1093,4739,Car,3419.98,13.47,2023-03-30,2027-01-17,757.22,28649.38,Protect,Closed
1094,1228,Car,11049.1,6.25,2021-11-20,2030-05-25,1443.29,12011.91,Amount,Closed
1095,4975,Education,16767.01,6.06,2025-07-10,2029-09-23,1953.17,6191.31,Strategy,Defaulted
1096,1129,Car,36570.11,10.04,2020-11-28,2030-06-02,1502.36,52343.17,Again,Defaulted
1097,4884,Payday,31989.24,9.06,2022-09-18,2025-11-10,1871.91,20818.15,Seven,Rejected
1098,4165,Payday,24213.78,9.96,2025-06-22,2028-10-22,1933.55,56021.81,Born,Rejected
1099,4893,Car,40719.07,10.98,2024-05-16,2030-08-07,416.48,17263.6,Fine,Approved
1100,2238,Mortgage,4559.97,7.55,2025-09-21,2030-07-12,1907.74,53345.43,Somebody,Approved
1101,1008,Home,28716.72,4.08,2023-02-19,2030-02-10,1608.39,53085.53,Individual,Defaulted
1102,4750,Personal,41877.52,4.54,2020-10-21,2026-01-13,322.81,1363.08,North,Pending
1103,2750,Mortgage,3853.97,3.11,2024-06-13,2027-07-30,316.9,10725.5,Understand,Pending
1104,4344,Mortgage,18185.57,12.39,2024-09-11,2026-09-19,1463.2,3268.18,Member,Closed
1105,3457,Mortgage,19240.22,12.5,2023-02-05,2028-06-08,1746.84,9502.74,Green,Rejected
1106,3610,Education,35785.04,11.69,2023-08-18,2030-02-14,1543.51,25594.15,Why,Pending
1107,1920,Payday,6270.69,5.03,2022-12-31,2030-05-15,1994.11,29709.24,Case,Rejected
1108,4325,Car,36328.4,9.28,2022-08-07,2026-08-21,1526.56,57517.67,Within,Approved
1109,4032,Car,45324.36,3.74,2022-04-21,2026-02-05,1338.55,32432.27,I,Pending
1110,3003,Business,17603.68,4.11,2024-03-07,2027-05-03,1040.0,59397.47,Indicate,Defaulted
1111,372,Education,26905.53,11.94,2023-04-13,2029-03-17,746.14,54056.42,State,Rejected
1112,2124,Education,15022.65,12.31,2022-12-03,2027-07-20,1094.17,38971.17,Coach,Rejected
1113,4257,Home,7498.89,10.67,2023-04-04,2025-12-26,1704.57,36951.06,Church,Approved
1114,4969,Payday,48369.92,7.87,2023-08-22,2030-05-16,1921.91,45994.69,None,Defaulted
1115,250,Education,9852.77,6.66,2023-09-29,2027-06-03,302.52,36400.09,Up,Pending
1116,4502,Personal,4815.19,8.47,2023-12-26,2025-10-01,977.91,29696.63,History,Closed
1117,1972,Business,18682.69,5.98,2024-08-21,2027-04-13,1551.01,17940.93,Street,Rejected
1118,392,Education,19440.04,7.25,2022-10-18,2026-11-17,1133.26,40398.14,Talk,Approved
1119,718,Mortgage,20333.89,7.63,2021-09-26,2028-08-08,876.94,50504.81,Side,Defaulted
1120,2556,Personal,35799.93,5.16,2024-02-09,2030-06-04,1621.18,44652.59,School,Pending
1121,1399,Business,32125.7,10.75,2024-01-02,2029-06-13,1694.77,17925.05,Leader,Rejected
1122,1835,Car,24589.58,8.4,2023-08-20,2030-01-31,1131.32,34895.99,Billion,Pending
1123,2197,Home,19095.41,11.69,2025-04-21,2028-04-05,1013.38,33390.06,Than,Rejected
1124,675,Car,20603.56,6.65,2022-04-04,2026-06-16,1147.2,20774.88,Avoid,Defaulted
1125,326,Business,5976.85,4.0,2022-06-17,2030-07-01,1367.06,30398.51,Control,Approved
1126,4081,Mortgage,9163.63,8.71,2020-10-07,2026-07-26,384.62,34417.97,Look,Defaulted
1127,1184,Car,32900.84,4.89,2021-09-23,2028-05-14,1043.31,9240.75,Successful,Pending
